paragraph_text,paragraph_index,book_name
    王院君却道：“今日一别不知何时才能相见，方运，不如你在这里做一首诗或词，不枉我们白跑一趟。”,22, 第二十二章 诗成镇国 一纸百斤
    杨玉环害怕了。,4, 第十七章 科举王冠
    她以前不曾怕过，因为她内心有坚定目标，可现在完成了目标，心里就好像空了。,5, 第十七章 科举王冠
    她发觉，现在自己唯一能依靠的人就是方运，可那些媒婆和那些大户人家似乎要抢走她的方运。,6, 第十七章 科举王冠
    就在她最担心的时候，方运回来了，而且当众求婚。,7, 第十七章 科举王冠
    杨玉环终于知道，没有人能夺走方运。,8, 第十七章 科举王冠
    杨玉环情不自禁甜甜地笑起来，然后伸手摸了摸脸，羞的滚烫。,9, 第十七章 科举王冠
    “小运他，真的不一样了。”杨玉环心里想着，原本空荡荡的心里慢慢充实起来，脸也越来越红。,10, 第十七章 科举王冠
    以前，杨玉环的目标是让方运长大成人，而现在，她的目标是当好方运的妻子。,11, 第十七章 科举王冠
    方运睁开眼，看到杨玉环那娇羞的笑脸，如月光下盛开的桃花，简直是仙女下凡，不由得心动。,12, 第十七章 科举王冠
    杨玉环没想到方运突然睁开眼，又惊又羞，下意识要逃跑。,13, 第十七章 科举王冠
    方运却伸手抓住她的手腕，轻声说：“我装醉的，就想找机会跟你说说话。”,14, 第十七章 科举王冠
    杨玉环满面羞红，往日姐姐般的样子消失得无影无踪，低着头，轻嗯一声，任由方运握着。,15, 第十七章 科举王冠
    “我的外衣里有一百两银票，是苏举人送的，你拿着放好。从今以后，你不要再给别人做工，也不准做粗活累活，听到了吗？”,16, 第十七章 科举王冠
    没有韩愈！没有柳宗元！,70, 第一章 寒门子弟
    没有颜真卿！没有柳公权！,71, 第一章 寒门子弟
    没有苏东坡！没有欧阳修！,72, 第一章 寒门子弟
    没有陆游！没有李清照！,73, 第一章 寒门子弟
    没有陆九渊！没有程颐程颢！没有朱熹！没有王阳明！,74, 第一章 寒门子弟
    但凡隋唐以后的名人一个都没有！,75, 第一章 寒门子弟
    方运深吸一口气，毫无疑问，对于他来说，这或许是最好的时代！,76, 第一章 寒门子弟
    突然，方运面色微变，因为他这才想起现在的身份和今天的日子。,77, 第一章 寒门子弟
    这个方运家境贫寒，父母早亡，家里唯有一个比他大三岁的叫玉环的童养媳。,78, 第一章 寒门子弟
    方家原本买不起童养媳，但玉环当年被父亲带着逃荒，被方家收留。她父亲盗窃方家不多的钱去赌钱，结果输了又出千，被人打得奄奄一息，临死前说把玉环卖给了方家当童养媳，算是还方家的钱。,79, 第一章 寒门子弟
    玉环从小就是美人胚子，成大后更是美丽，被邻里称为“江州西施”，哪怕家里没钱只穿非常简陋的粗布裙，也难掩她的绝世风姿。,80, 第一章 寒门子弟
    父母去世后，方运和玉环相依为命，玉环心灵手巧，靠做针线活赚钱。,81, 第一章 寒门子弟
    方运上午在私塾读书，中午开始在吉祥酒楼当伙计谋生，一心想考童生。,82, 第一章 寒门子弟
    书的原文没有任何标点符号，甚至连分段都很乱，但上面有一些方运自己用毛笔做出的标记，和句号相似，就是所谓的句读。,27, 第二十章 府城危机
    方运开始朗诵《易经》，朗诵完第一章《乾》，方运惊讶地发现自己既然完全记住了，而这在以前的记忆中并不清晰。,28, 第二十章 府城危机
    “这是过目不忘啊。进士因为经过多次才气灌顶，身体大脑非比寻常，所以能过目不忘，想不到我不过区区童生，竟然也可以过目不忘，莫非是奇书天地附带的力量？”,29, 第二十章 府城危机
    方运心中喜悦，然后从头开始继续朗读这章《乾》。,30, 第二十章 府城危机
    书读百遍，其义自现。,31, 第二十章 府城危机
    读到第三遍的时候，方运发觉自己的头脑越来越清晰，而眼前的文字仿佛活了一样，一段段可感知但无法明说的信息出现在头脑里，助于理解《易经》。,32, 第二十章 府城危机
    方运立刻猜到这是奇书天地的另一个作用，帮助消化知识，把奇书天地里的和书本上的变成自己的，把死的变活的。,33, 第二十章 府城危机
    方运继续诵读，文字里隐含的最本质的意义在方运的脑海里滑过，逐渐被他理解吸收。,34, 第二十章 府城危机
    足足读了十遍，方运有一种轻微的饱胀感，好像刚刚吃过饭一样。,35, 第二十章 府城危机
    “怪不得孔子说三个月不知肉味，恐怕就是因为‘吃’到了这个世界最本源的东西，自然不会在乎肉的味道。”,36, 第二十章 府城危机
    方运没有朗诵《易经》的下一卷，而是提笔书写刚才朗读的内容。,37, 第二十章 府城危机
    写完第一章《乾》之后，方运腹部的饱胀感消失，而他这次写的字比之前有了很大的提高，每一个字都趋向完美，每一个字都仿佛蕴含真意。,38, 第二十章 府城危机
    方运拿起这页纸，发觉这纸比之前写的字帖重了十倍，而且墨迹凝而不散，许久不干。,39, 第二十章 府城危机
    方运伸手碰触墨迹，如同摸在玻璃上一样光滑圆润。,40, 第二十章 府城危机
    墨不沾肤。,41, 第二十章 府城危机
    “墨不沾肤是把才气融入文字的标志，就算是秀才也要练习三五个月才行，下一步就是‘文字共鸣’，然后才能调动天地元气，完全掌握‘纸上谈兵’。我若是在童生的时候就能墨不沾肤，恐怕刚当上秀才就可以‘纸上谈兵’。纸页变重倒是没什么稀奇，传说圣人字字如山，更是可怕。”,42, 第二十章 府城危机
    条条橙色才气垂下，落在每个童生的头顶。,23, 第十九章 文宫
    别人看不到，但方运身为圣前童生，却看到了一幕幕画面。,24, 第十九章 文宫
    一人身穿兽衣，用最简陋的石矛与妖蛮死战，最终建立人族国度，为人族第一先祖。,25, 第十九章 文宫
    有人尝遍百草，以他之死换万民生。,26, 第十九章 文宫
    有人纵身投入决堤处，以血肉之躯阻挡滔天洪水，最终治理水患。,27, 第十九章 文宫
    有人在朝歌城外诵读《易经》，灭妖蛮无数。,28, 第十九章 文宫
    有人建立书院，教化万民，战妖蛮，为人族争取千年和平。,29, 第十九章 文宫
    有人定法律、主变革，让人族更加有序。,30, 第十九章 文宫
    有人……,31, 第十九章 文宫
    一位位先贤的画面在方运的脑海中闪过，让方运眉心的“文宫”升华。,32, 第十九章 文宫
    方运刚成童生，文宫原本只是一片虚空，可感知但无形。,33, 第十九章 文宫
    现在，方运“看到”一座由粗糙方石建造的大殿出现的眉心深处，那大殿苍凉古朴，内部有一幅幅壁画，上面雕刻着先贤们为人族做出的贡献。,34, 第十九章 文宫
    大殿内有一座方运自己的雕像，同样身穿童生袍。,35, 第十九章 文宫
    这雕像乍一看没有什么奇特，但仔细一看，雕像的双眼中有极淡的光华，柔和温暖，有一种让人安宁淡泊的力量。,36, 第十九章 文宫
    方运隐约猜到了什么，但又无法确定对不对。,37, 第十九章 文宫
    “所谓拜圣，就是拜自己？那么……”,38, 第十九章 文宫
    随后，在这雕像的头顶浮现一缕橙色的雾状才气，目前有三寸长，这才气像春蚕吐出的丝，非常纤细。,39, 第十九章 文宫
    “童生才气如丝，而秀才才气如针，说的就是文宫里的才气，也是自身所能调动的才气。”,40, 第十九章 文宫
    “那伯父可否借我一千两，我在今年过年前还你两千两，不过你要对外界说是方家入股我的书铺。”方运道。,39, 第十八章 圣地，书山
    “你小子可真贼。”方守业笑道，他这才明白方运怕书铺受别人阻挠，所以要打着大源方家的旗号，名门的牌子可以挡掉无数的暗箭。,40, 第十八章 圣地，书山
    方运却不反驳，他虽然想借助大源府方家的力量，但主要是想感谢方守业的维护，有奇书天地，他相信自己的书铺将会财源滚滚，而文名也会快速传播，后者才是最重要的。,41, 第十八章 圣地，书山
    “那伯父愿意借我？”方运问。,42, 第十八章 圣地，书山
    “不借！我出五千两买你五股！我要占一半！”方守业道。,43, 第十八章 圣地，书山
    “抱歉，我只卖一股，多了不卖。”方运心想不愧是老狐狸。,44, 第十八章 圣地，书山
    “三股呢？”,45, 第十八章 圣地，书山
